label,centroid
442,"[ 0.5266563  -0.01881135 -0.14402856 -2.67643135 -0.36647044  3.40493533
  0.62129814  1.71784371 -0.03566166 -0.06343477 -0.29194533 -0.58769427
  0.13137211 -2.02992971  0.82789878 -0.50142725  0.4253777  -2.15986794
 -0.79827469  0.4533596   0.35274583  0.81426957 -0.35930762 -0.34436108
  2.11552148  0.52952415 -0.07464278 -0.956083    0.39116754  2.00343403
  1.82858798 -1.43477209]"
443,"[-0.56003185 -1.78044224  1.77435096 -0.99775934  1.48425388  2.96970177
 -0.36264149  0.71759176  0.53919502  1.86161804 -1.4691604  -2.36141841
 -1.90129916 -3.65654405 -1.5527223  -1.52280807  2.16023604  0.44793852
 -2.1768411   2.38583803  1.41860104  3.09116109  1.57702271 -2.47384675
  2.37878609  2.17677561 -1.05542151 -0.79251925 -1.31301196  3.79538918
  0.42762383 -0.57054718]"
444,"[-1.88899345  2.00615749 -2.32247047  1.22709332 -2.78157463 -0.40051079
 -1.2529767  -1.53608437  1.97549534 -1.3006011   2.31778011  2.07771549
  3.66461983  1.8875967   2.33673534 -1.20627699 -1.56239929 -2.72503052
  1.53551273 -2.08016434 -2.48267632 -2.43897285  0.21012967  2.57485867
 -2.1171154  -0.8079421  -0.15576854  2.97385826 -0.23459313 -2.09202442
  2.15745926 -1.67907639]"
445,"[-2.49891786 -2.04697707  1.89124401 -0.19827299  0.84276251  3.42298848
 -2.13399567 -1.62472967  2.52828505  2.54170041  0.3757957  -2.1873503
 -1.0150298  -3.3300806  -1.9030803  -2.8586665   2.88411135  1.15781258
 -2.25921528  2.67518059 -0.63118326  2.74941707  2.42142961 -2.16076186
  0.31890441  2.94410417 -2.40002132  1.29516292 -2.63788316  3.11685511
  2.19480834 -2.63194564]"
446,"[ 2.15176269  1.48404421 -1.69993237 -2.60732978 -0.26356426  1.37032509
  2.30501011  3.57797187 -1.60412352 -2.19016593 -1.44764996  0.11579197
  0.37574976 -0.82871492  2.7474774   0.80037635 -1.69844873 -3.85407339
  0.20443615 -1.67129489  1.6914459  -0.67094142 -1.78310667  0.7053925
  2.5735866  -1.08912877  1.42750072 -1.87588923  2.68599238  0.80273581
 -0.09257786  0.99153342]"
447,"[ 1.76362006  0.05244271 -0.11315721 -2.13017861  0.86159968  2.03055318
  1.88203557  3.15156841 -1.51635536 -0.51605149 -2.13199298 -1.07650026
 -1.09518862 -2.18217246  0.72692903  0.3236086  -0.21300703 -1.90786759
 -0.7831529   0.17360741  2.27218517  1.24536061 -0.49284148 -0.91314777
  3.40314134  0.13425207  0.92681201 -2.38979499  1.30601104  2.38318729
 -0.45132796  0.92976308]"
448,"[ 0.54807901  2.73143053  0.59925467  3.67631531  4.69712639 -2.45964932
 -0.49384123 -3.99191689 -0.36556014  1.63910341 -4.18361521  3.72372198
 -3.20143461  4.17123938 -2.46736598  4.15399599  1.21431363  3.49646831
  4.82546806  2.3795352   3.63533759  0.60822928 -4.39492893  1.23664558
 -2.42516446 -4.14608383  0.26157215 -0.37760186 -2.84073853 -1.22902584
 -4.57536554 -1.02798176]"
449,"[-2.39113846 -1.89257317  1.72776699 -0.33803127  0.66739106  3.49958572
 -2.02812824 -1.50816774  2.43055992  2.40538044  0.5114965  -2.02996578
 -0.83546209 -3.17885761 -1.74022903 -2.74446392  2.73950481  0.98939734
 -2.13072243  2.52185802 -0.73823562  2.56833706  2.28211956 -1.98138371
  0.35525923  2.79804115 -2.26879673  1.21989651 -2.49826756  2.9677063
  2.35905151 -2.75879536]"
450,"[-2.11126769  0.45504133 -0.74611865 -0.08534766 -1.89009235  2.11550984
 -1.58286095 -1.38585231  2.19933761  0.31397463  2.16960164  0.59232928
  2.22272853 -0.20197427  0.75398802 -1.80827693  0.29675883 -1.46919993
  0.05278292 -0.09533102 -2.35129146 -0.48542871  0.91871452  0.9077551
 -0.91789436  0.63874947 -0.97145201  2.102472   -1.23334754  0.0302521
  3.3174055  -3.13332447]"
451,"[ 0.84982822  0.62549481 -0.80969871 -2.68974726 -0.81542567  2.8434649
  0.95567452  2.11421083 -0.31909335 -0.81618635 -0.28592735 -0.05553863
  0.69689645 -1.37259142  1.60412327 -0.1247594  -0.341615   -3.01496586
 -0.30634827 -0.33285911  0.33534775  0.0619798  -0.87127706  0.30088026
  2.02702713 -0.1255056   0.34706221 -0.93864571  1.02033906  1.38922982
  1.65263979 -1.06168546]"
452,"[ 1.58524036 -0.41887899  0.41464321 -1.89129655  1.24294305  2.18046633
  1.6907204   2.97479852 -1.45830504  0.06226295 -2.34554084 -1.48652585
 -1.57703622 -2.60165946  0.047325    0.15074382  0.28542238 -1.22455835
 -1.11530264  0.78256687  2.47761552  1.88141632 -0.03330463 -1.45089436
  3.6455911   0.54045169  0.74736476 -2.51273171  0.84323573  2.90435282
 -0.61235193  0.94549513]"
454,"[ 0.81421337 -0.47335134  0.38787453 -2.54049149  0.36535537  3.29277153
  0.88307362  2.1615654  -0.48094368  0.29759774 -1.15046482 -1.18123741
 -0.74477577 -2.62835712  0.25375018 -0.38751514  0.73820291 -1.62525158
 -1.18140326  0.96291237  1.21639309  1.60316429 -0.08105125 -1.07211761
  2.85333099  0.78944278  0.03803036 -1.59300098  0.31990542  2.75651417
  0.98654442 -0.68690443]"
455,"[-2.18442816  0.91013858 -1.19714968  0.30178682 -2.35507865  1.44776595
 -1.62660478 -1.54952009  2.2566454  -0.11375056  2.38360596  1.11423613
  2.82836774  0.47327955  1.21712183 -1.68981412 -0.20974376 -1.90231604
  0.52183131 -0.64989742 -2.61081756 -1.10270641  0.73337038  1.4629369
 -1.37493987  0.20012386 -0.80544316  2.51261781 -1.0593604  -0.63262171
  3.17363538 -2.9071069 ]"
456,"[ 2.49433687  2.12178612 -2.38796552 -1.70465109  0.03396407 -0.1332325
  2.77595732  3.69629457 -2.04670652 -2.9968711  -1.78351635  0.44900174
  0.36302206 -0.04774196  3.27870623  1.17822509 -2.61793518 -3.87825097
  0.77182955 -2.67441432  2.14093463 -1.45977847 -2.00641844  1.18291982
  2.16295878 -1.63684146  1.96939998 -1.87532086  3.39150238 -0.12917156
 -1.16937319  2.14124277]"
457,"[-4.19917016 -3.97673155  3.83164697  2.43926942  3.12816258  1.19318159
 -3.75415481 -3.69896618  4.10380835  4.19147451 -1.33903674 -3.97717365
 -3.12620805 -4.69552693 -3.83289578 -4.42861938  4.39133654  3.41326864
 -3.64159233  4.40146356  0.57747334  4.6766755   4.37747152 -4.18945513
 -0.97781191  4.73442158 -4.15818666  2.85571771 -4.51392525  4.41285746
 -0.46710245 -0.36476851]"
458,"[ 0.54151106 -0.57489199  0.48940044 -2.41516431  0.3147578   3.40980106
  0.62823364  1.82258415 -0.22209036  0.49318526 -0.9139968  -1.19908577
 -0.68013917 -2.65502951  0.08457143 -0.58214071  0.92861409 -1.40808349
 -1.24124442  1.10557153  0.97590923  1.65633986  0.1048372  -1.10337067
  2.63032828  0.95226701 -0.15486534 -1.34929307  0.05227981  2.74790849
  1.22703213 -0.98664644]"
459,"[ 2.14871419  3.6481542  -1.15511589  2.80434494  3.92871501 -3.06928533
  1.46489283 -1.94636192 -1.92172648 -0.45788994 -4.06927516  3.44537684
 -2.51539586  3.50584259 -0.54436779  3.49939855 -0.89355513  1.66609879
  4.34506073  0.02553557  4.17454046 -1.0859628  -3.9784228   2.22952652
 -1.29689115 -3.96142934  2.04307175 -1.61941465 -0.50647227 -2.13024114
 -4.25878245  1.26292445]"
460,"[-2.03618813  1.7144078  -2.01228046  0.97513169 -2.77838039  0.13903722
 -1.42018914 -1.60645199  2.10821605 -0.96373224  2.42133355  1.88144815
  3.53571391  1.55394828  2.02979136 -1.34872782 -1.1834681  -2.53819966
  1.29602504 -1.68216729 -2.64009714 -2.11167598  0.35047081  2.32008338
 -1.97452116 -0.55800426 -0.36224779  2.92484999 -0.52874285 -1.73148382
  2.54588985 -2.13112926]"
461,"[ 1.48947109e+00  3.05193923e-01 -4.39459150e-01 -2.91068303e+00
 -3.08510255e-03  2.85350800e+00  1.55909400e+00  2.87026353e+00
 -1.00583969e+00 -7.11000269e-01 -1.22547470e+00 -5.98939852e-01
 -2.36049500e-01 -1.95786840e+00  1.30647234e+00  1.71874827e-01
 -2.21350410e-01 -2.68473885e+00 -6.10931223e-01 -2.87933187e-02
  1.33174810e+00  7.11151513e-01 -9.02225234e-01 -3.27661861e-01
  2.90910998e+00 -9.59769738e-04  6.38865644e-01 -1.86361816e+00
  1.29344429e+00  2.04328034e+00  7.81429811e-01 -2.19160362e-01]"
462,"[ 1.81727968  1.07959134 -1.26678072 -2.9151674  -0.42517182  2.12120424
  1.91233076  3.27245494 -1.24894278 -1.64577539 -1.16979286 -0.04736884
  0.38379748 -1.21188205  2.32439886  0.51654754 -1.11860377 -3.64508275
 -0.08872881 -1.05956125  1.32526602 -0.24002794 -1.53966209  0.43962322
  2.61636107 -0.72412566  1.04825572 -1.73109545  2.13280542  1.23743193
  0.52991063  0.27585386]"
463,"[ 3.69609006  3.87744172 -3.36091042  0.25940843  1.5125219  -2.52639532
  3.8155028   2.19148827 -3.50127474 -3.54385757 -2.87567711  1.90103658
 -0.68535717  1.47018878  2.77993393  1.91584762 -3.65383816 -2.16574446
  2.39240694 -3.43203608  3.74246343 -2.96782366 -2.55985339  2.72205448
  1.07578278 -2.80673695  3.70221583 -2.82573128  3.34185759 -2.28335953
 -2.67036406  3.82461357]"
464,"[ 1.30835533  1.68353844 -1.95446927 -1.89109584 -0.92490864  1.07170616
  1.55148179  2.56333024 -0.82806553 -2.09084756 -0.64097473  0.62847308
  1.22331715 -0.23399551  2.8227362   0.35454174 -1.72483144 -3.87103026
  0.53550417 -1.81596592  0.77928325 -1.12036146 -1.43891498  1.22188772
  1.60932895 -1.08154113  1.11917257 -0.81052317  2.13765526  0.18676279
  0.45518575  0.37916493]"
465,"[-1.79302792e-01 -1.59464578e-01 -1.73747564e-02 -2.23325253e+00
 -5.90953191e-01  3.50696087e+00 -5.02677634e-04  9.07430013e-01
  5.92156410e-01  3.38356813e-01  3.70730758e-01 -5.26791255e-01
  4.22321280e-01 -1.91412115e+00  5.03435890e-01 -9.46629524e-01
  7.25596587e-01 -1.69533189e+00 -8.28971068e-01  6.39868657e-01
 -3.16028794e-01  8.20717653e-01  9.15693343e-02 -3.13230912e-01
  1.52999163e+00  8.38630040e-01 -4.52968399e-01 -3.00024390e-01
 -2.19105879e-01  1.82534901e+00  2.44585323e+00 -2.15629943e+00]"
466,"[-4.13725602 -3.90935336  3.76481425  2.31732597  3.04094071  1.32162004
 -3.69430581 -3.61063657  4.04482233  4.13844581 -1.27099413 -3.92068704
 -3.05168237 -4.66749304 -3.76793386 -4.37661547  4.35144305  3.32702637
 -3.60310488  4.34895554  0.53200577  4.62049859  4.30713153 -4.12383038
 -0.90753822  4.67781506 -4.09653404  2.7868524  -4.44822385  4.38863232
 -0.34105682 -0.47914402]"
467,"[ 0.99156294 -0.9186265   0.92708206 -1.97987804  1.20914125  2.86617413
  1.08822842  2.4042469  -0.88278084  0.70853329 -2.01692753 -1.77347183
 -1.65175076 -3.08850002 -0.47659521 -0.32463427  1.00336552 -0.81356354
 -1.51475496  1.44901638  2.082864    2.39507179  0.40005369 -1.82800827
  3.46703682  1.0822197   0.17560511 -2.12635117  0.12758585  3.37733917
 -0.01983766  0.18754152]"
468,"[ 0.29511692 -1.11338107  1.09560998 -1.98082797  0.86596266  3.35574563
  0.40413586  1.62229554 -0.14797595  1.09371479 -1.29128019 -1.73749097
 -1.31648334 -3.1587925  -0.66900285 -0.81344     1.45434809 -0.60754812
 -1.64830812  1.71977997  1.33455467  2.39615536  0.66620004 -1.77740812
  2.8457009   1.4226807  -0.38061663 -1.42174053 -0.44644527  3.33682378
  0.82101154 -0.74626986]"
469,"[-1.17962315  1.41286352 -1.68037995 -0.32079384 -2.33046507  1.18586391
 -0.71386835 -0.39189538  1.3997466  -0.9023129   1.69271851  1.32810369
  2.79608619  0.59738582  1.97808291 -1.03171423 -0.8955482  -2.85991768
  0.77536019 -1.26927193 -1.81577732 -1.43508579 -0.06236912  1.75285356
 -0.67844606 -0.42029957 -0.15011014  1.75649825 -0.05853791 -0.71555138
  2.52010478 -2.00250543]"
471,"[-2.06791662  1.62742284 -1.92255656  0.90659453 -2.75922928  0.28307152
 -1.4522789  -1.60939674  2.12413292 -0.86997496  2.43990326  1.8025444
  3.46944249  1.44740575  1.93525467 -1.38806686 -1.07849553 -2.46341426
  1.21565132 -1.57477709 -2.66215261 -2.01572978  0.39859622  2.23095423
 -1.92238897 -0.4793917  -0.41222146  2.8904508  -0.59125665 -1.62486966
  2.64233576 -2.24021454]"
473,"[ 3.00838881  4.01360086 -2.20652331  2.01854838  3.15314513 -3.19535593
  2.62721546 -0.43093795 -2.78899061 -1.81421749 -3.75486755  3.03383813
 -1.89857659  2.86748123  0.77299705  2.9158422  -2.19332578  0.29837117
  3.77176754 -1.51293036  4.2616495  -2.08581088 -3.49071385  2.68612201
 -0.45331533 -3.63932742  3.02441846 -2.28190466  1.07431749 -2.52211732
 -3.80262463  2.60988529]"
474,"[-1.94437798 -1.15913521  0.94220726 -0.87588485 -0.15439266  3.66698602
 -1.57074689 -1.03590783  2.04087895  1.75329233  1.13771942 -1.25556232
  0.04092022 -2.40587648 -0.94021525 -2.22720532  2.00841181  0.18274721
 -1.50328324  1.75952554 -1.23338764  1.66672759  1.64235655 -1.10636155
  0.40373039  2.09731065 -1.66560088  0.96903058 -1.87756348  2.20407056
  3.06100366 -3.24135444]"
475,"[-0.41071783  1.21170686 -1.46759259 -1.24853221 -1.8640428   1.79459034
 -0.06630568  0.6119774   0.75121932 -0.9727498   0.96932663  0.88962477
  2.12888752 -0.0823977   1.98494096 -0.6839486  -0.78466329 -3.11280719
  0.42147034 -1.01762832 -1.03221217 -0.97398177 -0.42681096  1.31290089
  0.33422624 -0.37852166  0.07890811  0.77216764  0.42929073  0.02552546
  2.23151814 -1.64710062]"
476,"[ 2.75556515  2.4781547  -2.64601272 -1.39113539  0.2721886  -0.56142372
  3.03253741  3.52598102 -2.36524611 -3.18294134 -1.98364062  0.70485692
  0.18987301  0.22528184  3.27372194  1.3163145  -2.89267711 -3.64820431
  1.06214142 -2.90171208  2.44218151 -1.78606532 -2.12580696  1.48993145
  2.02380508 -1.8646743   2.3349494  -2.09967471  3.48588992 -0.53270325
 -1.44206932  2.49031732]"
477,"[-1.97575864  1.89740198 -2.20939289  1.1581423  -2.79910611 -0.20662759
 -1.34421789 -1.60351063  2.05253879 -1.16726088  2.38164007  2.01690618
  3.6347376   1.78180792  2.21539445 -1.27360438 -1.41591991 -2.64620833
  1.45675396 -1.92810447 -2.56931568 -2.32920394  0.27932524  2.49231845
 -2.09744929 -0.71006969 -0.24740075  2.99148116 -0.36708249 -1.97394811
  2.31755565 -1.86817197]"
478,"[ 2.2723999   1.67294416 -1.90532095 -2.39685076 -0.18976782  0.96919407
  2.45553415  3.65242143 -1.74423565 -2.4303164  -1.55070236  0.20634926
  0.37698095 -0.61832515  2.91613388  0.92075044 -1.96555086 -3.90147816
  0.36046906 -1.95895646  1.83788074 -0.89660324 -1.86679875  0.84575176
  2.49331752 -1.24971104  1.59087094 -1.90097687  2.91574652  0.55936319
 -0.38564682  1.31943807]"
480,"[ 1.54469601  1.80672805 -2.07285055 -1.84234889 -0.75855986  0.78145647
  1.79175266  2.80953948 -1.06522838 -2.31063207 -0.86880644  0.60858877
  1.09149456 -0.16175043  2.96365452  0.53944623 -1.94488509 -3.93456268
  0.59782632 -2.0306166   1.06404352 -1.22356661 -1.57398589  1.23720956
  1.71084356 -1.22814592  1.29872584 -1.00365003  2.42573309  0.10540293
  0.0977716   0.77762961]"
481,"[-1.84427849 -0.51754431  0.25931799 -0.88739165 -0.84740686  3.38580926
 -1.41273657 -0.95852009  1.95855792  1.19157338  1.61749268 -0.54712236
  0.8596464  -1.60743539 -0.25521147 -1.94487731  1.34173266 -0.48660282
 -0.93234126  1.05751769 -1.68114694  0.83874814  1.26158023 -0.32201201
  0.10108856  1.50285784 -1.2799503   1.14147003 -1.52652264  1.42128134
  3.40674941 -3.41201433]"
483,"[ 2.33287488  1.90958933 -2.15440853 -2.0541753  -0.14442909  0.44261169
  2.5542717   3.60170188 -1.82863837 -2.69261727 -1.61098113  0.37011213
  0.44856772 -0.30285116  3.10813669  1.02309733 -2.27360095 -3.93045543
  0.58007746 -2.29331369  1.93045352 -1.19200208 -1.92628215  1.05530974
  2.27760476 -1.44506645  1.75141056 -1.8167641   3.10266319  0.19807247
 -0.71617757  1.67257397]"
484,"[ 0.71109667  1.22458191 -1.45374489 -2.11961555 -1.26478262  1.96312752
  0.91091537  1.96050034 -0.23219023 -1.36804628 -0.05277818  0.50828066
  1.39480782 -0.58795519  2.26047134 -0.08947726 -0.99927959 -3.53148193
  0.21299922 -1.09554691  0.09300593 -0.68499613 -1.03531723  0.98394022
  1.46240911 -0.61048775  0.57647581 -0.42826624  1.320714    0.58672729
  1.41980848 -0.70974979]"
485,"[-0.64656506  2.52152036 -2.87465106  0.84669307 -2.20094242 -1.03430644
 -0.03503575 -0.0891235   0.81077943 -2.26521906  1.18481316  2.02633768
  3.14351064  1.89411135  3.10662381 -0.45279946 -2.41457842 -3.43882838
  1.73618576 -2.87724362 -1.1728923  -2.71844655 -0.56646768  2.67019855
 -1.24729588 -1.40377808  0.6885566   1.89388102  1.10370319 -2.13165211
  0.87826308 -0.17864826]"
486,"[ 0.2756678  -1.36595413  1.38540391 -1.64090157  1.28275817  3.09894017
  0.40056218  1.64121669 -0.23718693  1.33306503 -1.69707285 -2.05514404
 -1.76662772 -3.41926384 -1.04841464 -0.87351997  1.6356302  -0.18696785
 -1.85812269  1.97601686  1.73083523  2.78973034  0.95429938 -2.16449615
  3.04204151  1.62134048 -0.40696727 -1.55954688 -0.60610022  3.6502127
  0.32031734 -0.31586065]"
487,"[ 1.09512003 -0.23035973  0.13384283 -2.67374357  0.29928005  3.13826688
  1.16982841  2.47415654 -0.72816515 -0.03932786 -1.2670842  -1.01413592
 -0.64323278 -2.44197957  0.59016442 -0.17299418  0.41379611 -1.96813933
 -1.0053614   0.65293193  1.34325409  1.35748672 -0.35503006 -0.86592873
  2.95930386  0.52366662  0.28201175 -1.76396036  0.66396693  2.57028246
  0.83636181 -0.45119115]"
488,"[-1.84325014 -0.55739491  0.29907751 -0.90101045 -0.80832522  3.41589437
 -1.41309166 -0.95281145  1.95418344  1.22715133  1.59906919 -0.58428451
  0.8097086  -1.65494278 -0.29544408 -1.95584324  1.37909235 -0.44206088
 -0.96125249  1.09743302 -1.6606632   0.88287531  1.27618735 -0.36509476
  0.12677183  1.53890092 -1.2936791   1.11574439 -1.54271548  1.4652601
  3.40698569 -3.41817583]"
489,"[-2.17854704  1.09696888 -1.38183949  0.44082865 -2.50695801  1.17988192
 -1.60689255 -1.5785337   2.24418193 -0.29879261  2.4342946   1.3102321
  3.03300581  0.73752206  1.40523911 -1.62129067 -0.42550429 -2.06817706
  0.70325575 -0.88174011 -2.67195892 -1.3461255   0.64519547  1.67745617
 -1.5268944   0.0163674  -0.71589707  2.63371329 -0.9609721  -0.89287889
  3.09038202 -2.78617149]"
490,"[ 1.69292386 -0.01669221 -0.04241969 -2.15622346  0.86274687  2.14735476
  1.81184165  3.0808417  -1.45273844 -0.4189051  -2.08920383 -1.11307168
 -1.11337606 -2.25870816  0.64992336  0.25818698 -0.10525158 -1.84263722
 -0.84147946  0.27807264  2.22554684  1.32561795 -0.42833539 -0.96270982
  3.3948431   0.2141333   0.85868533 -2.3552227   1.20469403  2.45625734
 -0.36460257  0.81589071]"
491,"[-3.93329756 -3.68911604  3.54689049  1.94844202  2.76707311  1.69111037
 -3.49896519 -3.33502259  3.85234573  3.9602246  -1.05879413 -3.73191377
 -2.81412037 -4.55618178 -3.55566127 -4.20106623  4.20791641  3.05660592
 -3.46744564  4.16914577  0.38904692  4.42799463  4.07788272 -3.90704098
 -0.69814072  4.4858575  -3.89366003  2.57183729 -4.23233822  4.28867274
  0.03448159 -0.81645652]"
492,"[-1.95290011 -0.25540649 -0.01660945 -0.64723539 -1.14897979  3.04313708
 -1.48795198 -1.10560293  2.05414618  0.96339271  1.79401664 -0.22964514
  1.2533137  -1.22175961  0.0189822  -1.9336537   1.06470889 -0.7529556
 -0.66010975  0.74607474 -1.89502244  0.47335482  1.18409886  0.02023117
 -0.20218724  1.28028082 -1.21197486  1.43576922 -1.4677732   1.03828261
  3.4110059  -3.36599102]"
493,"[-0.04508695  1.77238665 -2.07134668 -0.86641653 -1.82911963  0.83007978
  0.34339217  0.94395627  0.3951164  -1.67760427  0.66261422  1.21602319
  2.31762454  0.47757239  2.63731023 -0.37642035 -1.53584239 -3.57192592
  0.85574662 -1.80147071 -0.66624099 -1.56693459 -0.77656239  1.76633694
  0.20568268 -0.89696734  0.52969345  0.73369844  1.09316575 -0.56721241
  1.45956551 -0.74612713]"
494,"[-2.67697978 -2.26977769  2.1243587   0.03947868  1.09942476  3.27841359
 -2.30337568 -1.81946189  2.68403885  2.73941472  0.18154315 -2.41536007
 -1.27476271 -3.53536555 -2.14126213 -3.03483985  3.08934654  1.41400262
 -2.44190403  2.89121721 -0.48215794  3.00459664  2.63972099 -2.41731838
  0.23796812  3.15846771 -2.59787592  1.4295149  -2.84821248  3.31696766
  1.94231127 -2.43694579]"
495,"[ 1.46927297 -0.63971698  0.65263128 -1.7738508   1.41600668  2.22800446
  1.58054304  2.90761876 -1.40230167  0.30951217 -2.46615934 -1.69970703
 -1.78992188 -2.80901527 -0.22693697  0.04156131  0.50497913 -0.956572
 -1.29182851  1.04171336  2.58024931  2.18206882  0.18052103 -1.71371698
  3.74530292  0.72969109  0.64203084 -2.53502703  0.64845556  3.15869308
 -0.7105087   0.98507959]"
496,"[-2.95383642 -2.60353627  2.46825615  0.43269353  1.49017612  2.99935339
 -2.5674819  -2.13540362  2.93677063  3.03311301 -0.10945428 -2.74514304
 -1.65307348 -3.81739933 -2.48851426 -3.30288409  3.37806432  1.79826229
 -2.70507956  3.2062281  -0.26501696  3.36963752  2.97051445 -2.79030044
  0.08030132  3.47677289 -2.89751174  1.65626903 -3.16919053  3.59150067
  1.53699072 -2.10852733]"
